Gene-Name	True-Classification
Mesodinium_rubrum|Trans_5850_Len_975_Cov_13.88_OG5_139397	Cryptophyte
Mesodinium_rubrum|Trans_4546_Len_1059_Cov_51.53_OG5_135736	Cryptophyte
Mesodinium_rubrum|Trans_8172_Len_942_Cov_27.16_OG5_127600	Mesodinium
Mesodinium_rubrum|Trans_3116_Len_1566_Cov_14.43_OG5_127123	Mesodinium
Mesodinium_rubrum|Trans_4916_Len_1158_Cov_24.92_OG5_140293	Cryptophyte
Mesodinium_rubrum|Trans_12587_Len_765_Cov_168.71_OG5_129554	Mesodinium
Mesodinium_rubrum|Trans_123_Len_3591_Cov_27.11_OG5_132036	Mesodinium
Mesodinium_rubrum|Trans_224_Len_2151_Cov_26.86_OG5_126991	Mesodinium
Mesodinium_rubrum|Trans_473_Len_564_Cov_100.14_OG5_126993	Cryptophyte
Mesodinium_rubrum|Trans_548_Len_1296_Cov_10.36_OG5_126807	Cryptophyte
Mesodinium_rubrum|Trans_5255_Len_1203_Cov_14.86_OG5_126757	Cryptophyte
Mesodinium_rubrum|Trans_12620_Len_723_Cov_81.15_OG5_127424	Cryptophyte
Mesodinium_rubrum|Trans_2023_Len_663_Cov_12.01_OG5_139042	Mesodinium
Mesodinium_rubrum|Trans_8725_Len_549_Cov_45.17_OG5_129707	Mesodinium
Mesodinium_rubrum|Trans_3788_Len_663_Cov_12.08_OG5_128946	Cryptophyte
Mesodinium_rubrum|Trans_4856_Len_1329_Cov_37.98_OG5_127342	Mesodinium
Mesodinium_rubrum|Trans_4408_Len_1407_Cov_10.47_OG5_127960	Cryptophyte
Mesodinium_rubrum|Trans_311_Len_2457_Cov_16.04_OG5_129304	Cryptophyte
Mesodinium_rubrum|Trans_20185_Len_432_Cov_1187.47_OG5_126803	Mesodinium
Mesodinium_rubrum|Trans_3966_Len_723_Cov_12.45_OG5_129089	Cryptophyte
Mesodinium_rubrum|Trans_13923_Len_723_Cov_234.82_OG5_127488	Mesodinium
Mesodinium_rubrum|Trans_3371_Len_921_Cov_13.15_OG5_132819	Cryptophyte
Mesodinium_rubrum|Trans_21230_Len_552_Cov_19.97_OG5_126970	Mesodinium
Mesodinium_rubrum|Trans_8371_Len_819_Cov_15.08_OG5_127710	Mesodinium
Mesodinium_rubrum|Trans_1096_Len_1887_Cov_41.85_OG5_131562	Mesodinium
Mesodinium_rubrum|Trans_14173_Len_369_Cov_15.58_OG5_128417	Cryptophyte
Mesodinium_rubrum|Trans_8829_Len_702_Cov_130.16_OG5_126964	Cryptophyte
Mesodinium_rubrum|Trans_6279_Len_891_Cov_148.66_OG5_140478	Cryptophyte
Mesodinium_rubrum|Trans_7568_Len_735_Cov_15.35_OG5_128026	Cryptophyte
Mesodinium_rubrum|Trans_6809_Len_333_Cov_15.02_OG5_128303	Cryptophyte
Mesodinium_rubrum|Trans_5161_Len_1026_Cov_128.91_OG5_127569	Mesodinium
Mesodinium_rubrum|Trans_1553_Len_1872_Cov_11.32_OG5_127631	Cryptophyte
Mesodinium_rubrum|Trans_9214_Len_549_Cov_183.35_OG5_129675	Mesodinium
Mesodinium_rubrum|Trans_13437_Len_444_Cov_69.97_OG5_126877	Cryptophyte
Mesodinium_rubrum|Trans_41477_Len_276_Cov_11.91_OG5_126572	Cryptophyte
Mesodinium_rubrum|Trans_6234_Len_954_Cov_10.47_OG5_130521	Mesodinium
Mesodinium_rubrum|Trans_5325_Len_1089_Cov_40.03_OG5_126661	Cryptophyte
Mesodinium_rubrum|Trans_18901_Len_363_Cov_32.14_OG5_128509	Cryptophyte
Mesodinium_rubrum|Trans_8404_Len_948_Cov_27.48_OG5_126821	Mesodinium
Mesodinium_rubrum|Trans_1387_Len_945_Cov_103.92_OG5_127077	Cryptophyte
Mesodinium_rubrum|Trans_2070_Len_1539_Cov_87.99_OG5_127754	Mesodinium
Mesodinium_rubrum|Trans_22156_Len_435_Cov_126.77_OG5_126687	Cryptophyte
Mesodinium_rubrum|Trans_7125_Len_492_Cov_52.24_OG5_129293	Cryptophyte
Mesodinium_rubrum|Trans_82_Len_3846_Cov_38.55_OG5_130315	Mesodinium
Mesodinium_rubrum|Trans_1767_Len_1773_Cov_61.11_OG5_132329	Mesodinium
Mesodinium_rubrum|Trans_6772_Len_387_Cov_12.41_OG5_131692	Cryptophyte
Mesodinium_rubrum|Trans_26995_Len_411_Cov_2137.47_OG5_126681	Mesodinium
Mesodinium_rubrum|Trans_1879_Len_1590_Cov_10.12_OG5_131974	Mesodinium
Mesodinium_rubrum|Trans_14556_Len_603_Cov_77.86_OG5_126953	Cryptophyte
Mesodinium_rubrum|Trans_9390_Len_795_Cov_64.91_OG5_126686	Mesodinium
Mesodinium_rubrum|Trans_1215_Len_972_Cov_54.88_OG5_131728	Mesodinium
Mesodinium_rubrum|Trans_2758_Len_1509_Cov_66.72_OG5_135202	Mesodinium
Mesodinium_rubrum|Trans_3818_Len_1326_Cov_6240.17_OG5_126611	Mesodinium
Mesodinium_rubrum|Trans_6763_Len_1092_Cov_79.18_OG5_127397	Mesodinium
Mesodinium_rubrum|Trans_2204_Len_1464_Cov_132.94_OG5_126785	Mesodinium
Mesodinium_rubrum|Trans_8355_Len_330_Cov_40.86_OG5_126845	Cryptophyte
Mesodinium_rubrum|Trans_1217_Len_1497_Cov_13.27_OG5_133159	Mesodinium
Mesodinium_rubrum|Trans_375_Len_2841_Cov_39.27_OG5_127537	Mesodinium
Mesodinium_rubrum|Trans_711_Len_1101_Cov_17.35_OG5_126632	Mesodinium
Mesodinium_rubrum|Trans_4216_Len_1419_Cov_84.72_OG5_127652	Mesodinium
Mesodinium_rubrum|Trans_19330_Len_267_Cov_472.62_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_379_Len_2007_Cov_79.88_OG5_134768	Cryptophyte
Mesodinium_rubrum|Trans_1416_Len_1860_Cov_226.93_OG5_129802	Mesodinium
Mesodinium_rubrum|Trans_21274_Len_564_Cov_83.48_OG5_127310	Mesodinium
Mesodinium_rubrum|Trans_20515_Len_549_Cov_141.64_OG5_127452	Mesodinium
Mesodinium_rubrum|Trans_433_Len_2088_Cov_19.52_OG5_132463	Mesodinium
Mesodinium_rubrum|Trans_3871_Len_1398_Cov_264.05_OG5_129322	Mesodinium
Mesodinium_rubrum|Trans_25906_Len_204_Cov_21.55_OG5_128839	Cryptophyte
Mesodinium_rubrum|Trans_6541_Len_693_Cov_114.30_OG5_128006	Cryptophyte
Mesodinium_rubrum|Trans_12850_Len_501_Cov_211.50_OG5_126953	Mesodinium
Mesodinium_rubrum|Trans_6651_Len_963_Cov_13.25_OG5_128751	Mesodinium
Mesodinium_rubrum|Trans_7046_Len_1071_Cov_152.94_OG5_127397	Mesodinium
Mesodinium_rubrum|Trans_5987_Len_876_Cov_51.00_OG5_128236	Mesodinium
Mesodinium_rubrum|Trans_786_Len_1974_Cov_63.38_OG5_126588	Cryptophyte
Mesodinium_rubrum|Trans_1429_Len_1038_Cov_83.52_OG5_128745	Mesodinium
Mesodinium_rubrum|Trans_27000_Len_219_Cov_45.62_OG5_128490	Cryptophyte
Mesodinium_rubrum|Trans_3769_Len_1206_Cov_20.71_OG5_126647	Mesodinium
Mesodinium_rubrum|Trans_8897_Len_984_Cov_90.47_OG5_127516	Cryptophyte
Mesodinium_rubrum|Trans_6764_Len_513_Cov_60.15_OG5_130022	Mesodinium
Mesodinium_rubrum|Trans_364_Len_2307_Cov_32.86_OG5_133159	Cryptophyte
Mesodinium_rubrum|Trans_14505_Len_585_Cov_19.56_OG5_126846	Mesodinium
Mesodinium_rubrum|Trans_21896_Len_288_Cov_57.56_OG5_127430	Mesodinium
Mesodinium_rubrum|Trans_7630_Len_948_Cov_129.45_OG5_130521	Mesodinium
Mesodinium_rubrum|Trans_2364_Len_1254_Cov_13.32_OG5_129714	Cryptophyte
Mesodinium_rubrum|Trans_2323_Len_1608_Cov_52.37_OG5_126788	Mesodinium
Mesodinium_rubrum|Trans_27710_Len_384_Cov_95.68_OG5_127878	Mesodinium
Mesodinium_rubrum|Trans_16250_Len_459_Cov_10.95_OG5_127981	Cryptophyte
Mesodinium_rubrum|Trans_12642_Len_729_Cov_190.55_OG5_126938	Cryptophyte
Mesodinium_rubrum|Trans_86_Len_975_Cov_143.01_OG5_144993	Cryptophyte
Mesodinium_rubrum|Trans_18946_Len_477_Cov_438.51_OG5_128352	Mesodinium
Mesodinium_rubrum|Trans_10303_Len_564_Cov_235.64_OG5_127705	Mesodinium
Mesodinium_rubrum|Trans_3164_Len_1365_Cov_34.73_OG5_126600	Mesodinium
Mesodinium_rubrum|Trans_20513_Len_453_Cov_1412.13_OG5_126900	Mesodinium
Mesodinium_rubrum|Trans_34_Len_4896_Cov_50.17_OG5_127480	Mesodinium
Mesodinium_rubrum|Trans_9601_Len_840_Cov_13.45_OG5_139534	Cryptophyte
Mesodinium_rubrum|Trans_1747_Len_999_Cov_84.70_OG5_127510	Cryptophyte
Mesodinium_rubrum|Trans_1307_Len_1029_Cov_30.07_OG5_127200	Mesodinium
Mesodinium_rubrum|Trans_28652_Len_291_Cov_23.96_OG5_126613	Cryptophyte
Mesodinium_rubrum|Trans_16945_Len_585_Cov_128.70_OG5_127368	Cryptophyte
Mesodinium_rubrum|Trans_1364_Len_2034_Cov_175.23_OG5_130957	Mesodinium
Mesodinium_rubrum|Trans_2722_Len_1605_Cov_477.53_OG5_127923	Mesodinium
Mesodinium_rubrum|Trans_811_Len_2103_Cov_10.04_OG5_126626	Cryptophyte
Mesodinium_rubrum|Trans_10394_Len_918_Cov_19.62_OG5_126748	Mesodinium
Mesodinium_rubrum|Trans_22676_Len_327_Cov_68.02_OG5_126940	Cryptophyte
Mesodinium_rubrum|Trans_1299_Len_1425_Cov_14.90_OG5_130162	Mesodinium
Mesodinium_rubrum|Trans_4221_Len_441_Cov_316.37_OG5_128225	Mesodinium
Mesodinium_rubrum|Trans_7995_Len_555_Cov_15.94_OG5_127654	Cryptophyte
Mesodinium_rubrum|Trans_2768_Len_1215_Cov_20.45_OG5_128265	Cryptophyte
Mesodinium_rubrum|Trans_774_Len_2076_Cov_23.23_OG5_127411	Mesodinium
Mesodinium_rubrum|Trans_11143_Len_750_Cov_81.68_OG5_128073	Mesodinium
Mesodinium_rubrum|Trans_1631_Len_1407_Cov_12.92_OG5_126756	Cryptophyte
Mesodinium_rubrum|Trans_13490_Len_711_Cov_86.16_OG5_127488	Mesodinium
Mesodinium_rubrum|Trans_22574_Len_417_Cov_21.93_OG5_127430	Mesodinium
Mesodinium_rubrum|Trans_12815_Len_462_Cov_125.86_OG5_126668	Cryptophyte
Mesodinium_rubrum|Trans_7239_Len_972_Cov_128.54_OG5_129350	Mesodinium
Mesodinium_rubrum|Trans_41469_Len_162_Cov_233.33_OG5_127498	Mesodinium
Mesodinium_rubrum|Trans_4244_Len_1041_Cov_12.91_OG5_166150	Cryptophyte
Mesodinium_rubrum|Trans_886_Len_1755_Cov_18.89_OG5_141142	Cryptophyte
Mesodinium_rubrum|Trans_4346_Len_1059_Cov_49.35_OG5_135736	Cryptophyte
Mesodinium_rubrum|Trans_2395_Len_1494_Cov_25.11_OG5_132506	Mesodinium
Mesodinium_rubrum|Trans_5_Len_7089_Cov_78.11_OG5_126558	Mesodinium
Mesodinium_rubrum|Trans_4489_Len_1197_Cov_26.41_OG5_127828	Cryptophyte
Mesodinium_rubrum|Trans_1874_Len_1647_Cov_28.49_OG5_127668	Cryptophyte
Mesodinium_rubrum|Trans_11884_Len_573_Cov_34.63_OG5_127610	Mesodinium
Mesodinium_rubrum|Trans_12203_Len_468_Cov_173.33_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_5009_Len_582_Cov_34.83_OG5_127331	Cryptophyte
Mesodinium_rubrum|Trans_5822_Len_1152_Cov_16.70_OG5_128356	Mesodinium
Mesodinium_rubrum|Trans_617_Len_2154_Cov_29.38_OG5_126694	Cryptophyte
Mesodinium_rubrum|Trans_8018_Len_954_Cov_315.21_OG5_126821	Mesodinium
Mesodinium_rubrum|Trans_20136_Len_465_Cov_195.56_OG5_126766	Cryptophyte
Mesodinium_rubrum|Trans_9645_Len_774_Cov_27.44_OG5_126741	Cryptophyte
Mesodinium_rubrum|Trans_2581_Len_1062_Cov_20.91_OG5_132217	Mesodinium
Mesodinium_rubrum|Trans_5542_Len_903_Cov_12.00_OG5_126600	Mesodinium
Mesodinium_rubrum|Trans_453_Len_2718_Cov_78.15_OG5_130035	Mesodinium
Mesodinium_rubrum|Trans_28650_Len_435_Cov_55.32_OG5_128884	Mesodinium
Mesodinium_rubrum|Trans_5277_Len_849_Cov_19.80_OG5_127049	Cryptophyte
Mesodinium_rubrum|Trans_39682_Len_219_Cov_109.61_OG5_128690	Mesodinium
Mesodinium_rubrum|Trans_11366_Len_285_Cov_148.95_OG5_128884	Mesodinium
Mesodinium_rubrum|Trans_29284_Len_186_Cov_13.18_OG5_129204	Cryptophyte
Mesodinium_rubrum|Trans_8941_Len_615_Cov_57.88_OG5_129424	Mesodinium
Mesodinium_rubrum|Trans_23932_Len_384_Cov_177.78_OG5_126800	Mesodinium
Mesodinium_rubrum|Trans_4377_Len_702_Cov_13.27_OG5_127267	Cryptophyte
Mesodinium_rubrum|Trans_2081_Len_1365_Cov_19.11_OG5_127123	Mesodinium
Mesodinium_rubrum|Trans_9905_Len_330_Cov_92.40_OG5_127137	Cryptophyte
Mesodinium_rubrum|Trans_1494_Len_1107_Cov_26.44_OG5_127510	Cryptophyte
Mesodinium_rubrum|Trans_8687_Len_972_Cov_192.59_OG5_128253	Mesodinium
Mesodinium_rubrum|Trans_2854_Len_1284_Cov_161.76_OG5_127135	Mesodinium
Mesodinium_rubrum|Trans_11891_Len_795_Cov_10.43_OG5_132741	Cryptophyte
Mesodinium_rubrum|Trans_18535_Len_345_Cov_81.31_OG5_130878	Mesodinium
Mesodinium_rubrum|Trans_2826_Len_1287_Cov_66.25_OG5_128150	Mesodinium
Mesodinium_rubrum|Trans_3198_Len_1257_Cov_16.23_OG5_132706	Cryptophyte
Mesodinium_rubrum|Trans_1471_Len_1614_Cov_15.91_OG5_128505	Cryptophyte
Mesodinium_rubrum|Trans_5633_Len_1146_Cov_210.30_OG5_126628	Cryptophyte
Mesodinium_rubrum|Trans_13276_Len_309_Cov_39.28_OG5_127451	Cryptophyte
Mesodinium_rubrum|Trans_39298_Len_300_Cov_12.97_OG5_138807	Mesodinium
Mesodinium_rubrum|Trans_3394_Len_1515_Cov_292.53_OG5_127861	Mesodinium
Mesodinium_rubrum|Trans_3963_Len_939_Cov_38.64_OG5_126780	Cryptophyte
Mesodinium_rubrum|Trans_8768_Len_708_Cov_183.39_OG5_129424	Mesodinium
Mesodinium_rubrum|Trans_330_Len_1953_Cov_11.32_OG5_144237	Cryptophyte
Mesodinium_rubrum|Trans_988_Len_2013_Cov_41.57_OG5_127886	Mesodinium
Mesodinium_rubrum|Trans_31619_Len_216_Cov_115.35_OG5_127498	Mesodinium
Mesodinium_rubrum|Trans_4463_Len_1284_Cov_27.23_OG5_128005	Mesodinium
Mesodinium_rubrum|Trans_7776_Len_360_Cov_60.65_OG5_127423	Cryptophyte
Mesodinium_rubrum|Trans_7434_Len_576_Cov_13.23_OG5_130264	Mesodinium
Mesodinium_rubrum|Trans_13009_Len_663_Cov_62.78_OG5_127628	Mesodinium
Mesodinium_rubrum|Trans_4152_Len_1152_Cov_12.08_OG5_127927	Cryptophyte
Mesodinium_rubrum|Trans_17_Len_5799_Cov_43.59_OG5_126558	Mesodinium
Mesodinium_rubrum|Trans_830_Len_2049_Cov_19.48_OG5_128036	Mesodinium
Mesodinium_rubrum|Trans_2218_Len_924_Cov_104.26_OG5_130466	Cryptophyte
Mesodinium_rubrum|Trans_5907_Len_1026_Cov_509.81_OG5_128330	Mesodinium
Mesodinium_rubrum|Trans_36836_Len_306_Cov_200.15_OG5_126988	Cryptophyte
Mesodinium_rubrum|Trans_33616_Len_189_Cov_46.52_OG5_127484	Cryptophyte
Mesodinium_rubrum|Trans_5050_Len_1188_Cov_115.75_OG5_127716	Mesodinium
Mesodinium_rubrum|Trans_10281_Len_489_Cov_155.26_OG5_127430	Cryptophyte
Mesodinium_rubrum|Trans_9388_Len_852_Cov_124.54_OG5_129554	Mesodinium
Mesodinium_rubrum|Trans_1121_Len_1710_Cov_66.82_OG5_126788	Cryptophyte
Mesodinium_rubrum|Trans_19455_Len_477_Cov_480.70_OG5_127430	Mesodinium
Mesodinium_rubrum|Trans_19185_Len_537_Cov_29.33_OG5_127321	Mesodinium
Mesodinium_rubrum|Trans_12668_Len_510_Cov_63.10_OG5_127624	Cryptophyte
Mesodinium_rubrum|Trans_6837_Len_1119_Cov_26.86_OG5_127656	Cryptophyte
Mesodinium_rubrum|Trans_18239_Len_318_Cov_16.83_OG5_126800	Mesodinium
Mesodinium_rubrum|Trans_2383_Len_1317_Cov_34.73_OG5_127889	Cryptophyte
Mesodinium_rubrum|Trans_3185_Len_822_Cov_14.23_OG5_128577	Cryptophyte
Mesodinium_rubrum|Trans_15910_Len_171_Cov_15.68_OG5_130124	Cryptophyte
Mesodinium_rubrum|Trans_9496_Len_504_Cov_79.83_OG5_139545	Cryptophyte
Mesodinium_rubrum|Trans_10271_Len_444_Cov_14.86_OG5_127457	Cryptophyte
Mesodinium_rubrum|Trans_4915_Len_1191_Cov_43.07_OG5_126734	Cryptophyte
Mesodinium_rubrum|Trans_13521_Len_258_Cov_127.69_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_4531_Len_996_Cov_32.78_OG5_128688	Mesodinium
Mesodinium_rubrum|Trans_2862_Len_1026_Cov_11.55_OG5_128323	Cryptophyte
Mesodinium_rubrum|Trans_24016_Len_504_Cov_17.66_OG5_131547	Mesodinium
Mesodinium_rubrum|Trans_2160_Len_996_Cov_53.63_OG5_128489	Mesodinium
Mesodinium_rubrum|Trans_2280_Len_1509_Cov_10.92_OG5_127385	Cryptophyte
Mesodinium_rubrum|Trans_17173_Len_465_Cov_126.22_OG5_127089	Cryptophyte
Mesodinium_rubrum|Trans_834_Len_1695_Cov_15.83_OG5_133159	Mesodinium
Mesodinium_rubrum|Trans_16539_Len_687_Cov_28.46_OG5_134776	Mesodinium
Mesodinium_rubrum|Trans_5909_Len_810_Cov_57.88_OG5_126748	Mesodinium
Mesodinium_rubrum|Trans_579_Len_1728_Cov_52.12_OG5_126926	Cryptophyte
Mesodinium_rubrum|Trans_5731_Len_1065_Cov_346.23_OG5_127683	Mesodinium
Mesodinium_rubrum|Trans_9006_Len_921_Cov_14.00_OG5_128511	Mesodinium
Mesodinium_rubrum|Trans_6516_Len_900_Cov_17.27_OG5_134776	Cryptophyte
Mesodinium_rubrum|Trans_5065_Len_1005_Cov_46.44_OG5_138171	Mesodinium
Mesodinium_rubrum|Trans_11216_Len_735_Cov_51.70_OG5_127755	Cryptophyte
Mesodinium_rubrum|Trans_14724_Len_411_Cov_18.45_OG5_127771	Cryptophyte
Mesodinium_rubrum|Trans_7506_Len_1011_Cov_13.36_OG5_126861	Mesodinium
Mesodinium_rubrum|Trans_22994_Len_576_Cov_86.62_OG5_131729	Mesodinium
Mesodinium_rubrum|Trans_8946_Len_885_Cov_20.12_OG5_126955	Cryptophyte
Mesodinium_rubrum|Trans_3035_Len_378_Cov_33.21_OG5_132104	Cryptophyte
Mesodinium_rubrum|Trans_1729_Len_1212_Cov_15.17_OG5_128187	Cryptophyte
Mesodinium_rubrum|Trans_3892_Len_873_Cov_19.99_OG5_128489	Mesodinium
Mesodinium_rubrum|Trans_2139_Len_993_Cov_32.71_OG5_129149	Cryptophyte
Mesodinium_rubrum|Trans_10706_Len_798_Cov_47.47_OG5_128336	Mesodinium
Mesodinium_rubrum|Trans_1259_Len_1149_Cov_25.80_OG5_128542	Mesodinium
Mesodinium_rubrum|Trans_11523_Len_846_Cov_55.17_OG5_128336	Mesodinium
Mesodinium_rubrum|Trans_22629_Len_258_Cov_18.05_OG5_126800	Mesodinium
Mesodinium_rubrum|Trans_545_Len_2076_Cov_17.81_OG5_126601	Cryptophyte
Mesodinium_rubrum|Trans_19411_Len_546_Cov_57.08_OG5_126957	Cryptophyte
Mesodinium_rubrum|Trans_1798_Len_882_Cov_12.17_OG5_127348	Cryptophyte
Mesodinium_rubrum|Trans_10280_Len_489_Cov_183.69_OG5_126817	Mesodinium
Mesodinium_rubrum|Trans_6490_Len_1092_Cov_38.55_OG5_131244	Cryptophyte
Mesodinium_rubrum|Trans_2379_Len_1455_Cov_51.17_OG5_127382	Mesodinium
Mesodinium_rubrum|Trans_7367_Len_741_Cov_50.35_OG5_127362	Cryptophyte
Mesodinium_rubrum|Trans_31708_Len_360_Cov_32.23_OG5_127127	Cryptophyte
Mesodinium_rubrum|Trans_4713_Len_867_Cov_10.36_OG5_129102	Cryptophyte
Mesodinium_rubrum|Trans_5267_Len_267_Cov_14.60_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_11180_Len_738_Cov_11.79_OG5_129602	Mesodinium
Mesodinium_rubrum|Trans_12375_Len_381_Cov_129.01_OG5_127273	Cryptophyte
Mesodinium_rubrum|Trans_37208_Len_198_Cov_86.17_OG5_126845	Cryptophyte
Mesodinium_rubrum|Trans_14193_Len_618_Cov_191.59_OG5_127206	Cryptophyte
Mesodinium_rubrum|Trans_481_Len_1335_Cov_214.72_OG5_129277	Mesodinium
Mesodinium_rubrum|Trans_3045_Len_1419_Cov_10.61_OG5_126638	Mesodinium
Mesodinium_rubrum|Trans_23817_Len_201_Cov_12.02_OG5_129799	Cryptophyte
Mesodinium_rubrum|Trans_6161_Len_1203_Cov_11.29_OG5_127004	Mesodinium
Mesodinium_rubrum|Trans_25184_Len_447_Cov_536.25_OG5_126708	Mesodinium
Mesodinium_rubrum|Trans_1870_Len_1455_Cov_10.10_OG5_126758	Cryptophyte
Mesodinium_rubrum|Trans_5269_Len_1059_Cov_12.75_OG5_127486	Cryptophyte
Mesodinium_rubrum|Trans_2029_Len_1623_Cov_92.97_OG5_126574	Mesodinium
Mesodinium_rubrum|Trans_6592_Len_906_Cov_11.11_OG5_127890	Cryptophyte
Mesodinium_rubrum|Trans_2200_Len_1539_Cov_16.21_OG5_128751	Cryptophyte
Mesodinium_rubrum|Trans_2350_Len_1026_Cov_11.51_OG5_127560	Cryptophyte
Mesodinium_rubrum|Trans_385_Len_2280_Cov_20.49_OG5_126926	Cryptophyte
Mesodinium_rubrum|Trans_1311_Len_1086_Cov_44.74_OG5_128263	Mesodinium
Mesodinium_rubrum|Trans_3326_Len_1281_Cov_26.46_OG5_126807	Mesodinium
Mesodinium_rubrum|Trans_430_Len_480_Cov_20.88_OG5_128407	Mesodinium
Mesodinium_rubrum|Trans_39944_Len_285_Cov_120.48_OG5_126769	Cryptophyte
Mesodinium_rubrum|Trans_7920_Len_966_Cov_53.69_OG5_126834	Mesodinium
Mesodinium_rubrum|Trans_3575_Len_1317_Cov_26.83_OG5_126611	Cryptophyte
Mesodinium_rubrum|Trans_9598_Len_606_Cov_246.59_OG5_127301	Mesodinium
Mesodinium_rubrum|Trans_122_Len_3654_Cov_57.24_OG5_127449	Mesodinium
Mesodinium_rubrum|Trans_643_Len_2340_Cov_11.54_OG5_129191	Cryptophyte
Mesodinium_rubrum|Trans_38371_Len_375_Cov_246.88_OG5_130650	Mesodinium
Mesodinium_rubrum|Trans_1727_Len_1140_Cov_15.66_OG5_127875	Mesodinium
Mesodinium_rubrum|Trans_5268_Len_633_Cov_13.37_OG5_128539	Cryptophyte
Mesodinium_rubrum|Trans_1922_Len_1374_Cov_15.48_OG5_127353	Cryptophyte
Mesodinium_rubrum|Trans_3591_Len_1188_Cov_37.51_OG5_127891	Cryptophyte
Mesodinium_rubrum|Trans_13922_Len_687_Cov_234.84_OG5_165283	Mesodinium
Mesodinium_rubrum|Trans_35705_Len_198_Cov_2484.88_OG5_126845	Mesodinium
Mesodinium_rubrum|Trans_1964_Len_1335_Cov_29.48_OG5_128684	Cryptophyte
Mesodinium_rubrum|Trans_2287_Len_1446_Cov_16.32_OG5_128411	Mesodinium
Mesodinium_rubrum|Trans_1899_Len_1629_Cov_10.17_OG5_127923	Cryptophyte
Mesodinium_rubrum|Trans_12618_Len_582_Cov_910.25_OG5_127390	Mesodinium
Mesodinium_rubrum|Trans_5414_Len_714_Cov_181.66_OG5_127438	Mesodinium
Mesodinium_rubrum|Trans_22261_Len_240_Cov_22.69_OG5_126866	Mesodinium
Mesodinium_rubrum|Trans_6953_Len_1023_Cov_145.55_OG5_127074	Mesodinium
Mesodinium_rubrum|Trans_1862_Len_1770_Cov_72.84_OG5_127896	Mesodinium
Mesodinium_rubrum|Trans_24883_Len_228_Cov_21.22_OG5_128624	Cryptophyte
Mesodinium_rubrum|Trans_7552_Len_750_Cov_26.50_OG5_131747	Cryptophyte
Mesodinium_rubrum|Trans_15652_Len_315_Cov_25.17_OG5_126994	Cryptophyte
Mesodinium_rubrum|Trans_7629_Len_969_Cov_179.30_OG5_127865	Mesodinium
Mesodinium_rubrum|Trans_10680_Len_891_Cov_27.26_OG5_130521	Mesodinium
Mesodinium_rubrum|Trans_8594_Len_270_Cov_89.43_OG5_127883	Cryptophyte
Mesodinium_rubrum|Trans_14949_Len_534_Cov_28.86_OG5_128126	Mesodinium
Mesodinium_rubrum|Trans_1114_Len_2046_Cov_14.61_OG5_128016	Cryptophyte
Mesodinium_rubrum|Trans_17277_Len_432_Cov_1559.49_OG5_126940	Mesodinium
Mesodinium_rubrum|Trans_14225_Len_507_Cov_16.74_OG5_131748	Cryptophyte
Mesodinium_rubrum|Trans_7949_Len_654_Cov_112.34_OG5_130568	Mesodinium
Mesodinium_rubrum|Trans_17617_Len_501_Cov_76.15_OG5_127430	Mesodinium
Mesodinium_rubrum|Trans_3191_Len_1236_Cov_71.96_OG5_126686	Mesodinium
Mesodinium_rubrum|Trans_6562_Len_576_Cov_18.21_OG5_127198	Cryptophyte
Mesodinium_rubrum|Trans_3271_Len_900_Cov_11.98_OG5_126635	Mesodinium
Mesodinium_rubrum|Trans_2793_Len_1140_Cov_16.23_OG5_132594	Cryptophyte
Mesodinium_rubrum|Trans_8383_Len_492_Cov_77.35_OG5_126792	Cryptophyte
Mesodinium_rubrum|Trans_22310_Len_399_Cov_42.62_OG5_127127	Cryptophyte
Mesodinium_rubrum|Trans_47494_Len_219_Cov_41.04_OG5_126998	Cryptophyte
Mesodinium_rubrum|Trans_11552_Len_855_Cov_14.23_OG5_126780	Mesodinium
Mesodinium_rubrum|Trans_14242_Len_597_Cov_128.12_OG5_136689	Mesodinium
Mesodinium_rubrum|Trans_5458_Len_1245_Cov_26.31_OG5_136336	Cryptophyte
Mesodinium_rubrum|Trans_1796_Len_1749_Cov_159.34_OG5_130150	Mesodinium
Mesodinium_rubrum|Trans_1231_Len_2193_Cov_49.94_OG5_129201	Mesodinium
Mesodinium_rubrum|Trans_15916_Len_681_Cov_10.08_OG5_129171	Cryptophyte
Mesodinium_rubrum|Trans_13225_Len_765_Cov_200.06_OG5_126852	Cryptophyte
Mesodinium_rubrum|Trans_797_Len_2046_Cov_114.16_OG5_128047	Mesodinium
Mesodinium_rubrum|Trans_46247_Len_273_Cov_222.32_OG5_127166	Cryptophyte
Mesodinium_rubrum|Trans_5834_Len_684_Cov_28.53_OG5_147253	Cryptophyte
Mesodinium_rubrum|Trans_2093_Len_1125_Cov_21.88_OG5_142165	Mesodinium
Mesodinium_rubrum|Trans_25438_Len_363_Cov_28.28_OG5_127878	Cryptophyte
Mesodinium_rubrum|Trans_23287_Len_297_Cov_31.36_OG5_127053	Cryptophyte
Mesodinium_rubrum|Trans_19462_Len_339_Cov_25.89_OG5_128492	Cryptophyte
